
Query NO.0
P			R
20.0		1.05263157895
33.3333333333		2.10526315789
27.2727272727		3.15789473684
25.0		4.21052631579
26.3157894737		5.26315789474
30.0		6.31578947368
33.3333333333		7.36842105263
25.0		8.42105263158
23.0769230769		9.47368421053
24.3902439024		10.5263157895
25.0		11.5789473684
26.0869565217		12.6315789474
23.6363636364		13.6842105263
25.0		14.7368421053
23.8095238095		15.7894736842
25.0		16.8421052632
25.7575757576		17.8947368421
26.4705882353		18.9473684211
27.5362318841		20.0
28.5714285714		21.0526315789
27.6315789474		22.1052631579
27.8481012658		23.1578947368
28.75		24.2105263158
29.6296296296		25.2631578947
30.487804878		26.3157894737
31.3253012048		27.3684210526
32.1428571429		28.4210526316
31.4606741573		29.4736842105
27.619047619		30.5263157895
28.0373831776		31.5789473684
27.4336283186		32.6315789474
26.8907563025		33.6842105263
26.6129032258		34.7368421053
26.7716535433		35.7894736842
27.34375		36.8421052632
27.4809160305		37.8947368421
28.0303030303		38.9473684211
27.5362318841		40.0
27.8571428571		41.0526315789
28.1690140845		42.1052631579
28.6713286713		43.1578947368
28.9655172414		44.2105263158
29.4520547945		45.2631578947
29.9319727891		46.3157894737
30.2013422819		47.3684210526
30.2631578947		48.4210526316
30.7189542484		49.4736842105
31.1688311688		50.5263157895
31.4102564103		51.5789473684
31.4465408805		52.6315789474
31.875		53.6842105263
32.298136646		54.7368421053
32.1212121212		55.7894736842
32.5301204819		56.8421052632
32.3529411765		57.8947368421
31.6384180791		58.9473684211
31.4917127072		60.0
30.6878306878		61.0526315789
30.890052356		62.1052631579
30.0		63.1578947368
30.198019802		64.2105263158
30.5418719212		65.2631578947
30.8823529412		66.3157894737
30.9178743961		67.3684210526
31.25		68.4210526316
29.5964125561		69.4736842105
28.6324786325		70.5263157895
27.868852459		71.5789473684
27.7108433735		72.6315789474
27.8884462151		73.6842105263
28.1746031746		74.7368421053
28.2352941176		75.7894736842
27.8625954198		76.8421052632
24.8322147651		77.8947368421
24.9169435216		78.9473684211
23.8244514107		80.0
24.0625		81.0526315789
22.8739002933		82.1052631579
22.0670391061		83.1578947368
21.6216216216		84.2105263158
21.6577540107		85.2631578947
21.8666666667		86.3157894737
21.7277486911		87.3684210526
21.875		88.4210526316
21.7948717949		89.4736842105
21.8274111675		90.5263157895
21.3759213759		91.5789473684
21.568627451		92.6315789474
19.347826087		93.6842105263
18.4426229508		94.7368421053
16.8518518519		95.7894736842
15.6462585034		96.8421052632
14.0909090909		97.8947368421
9.38123752495		98.9473684211
7.38150738151		100.0
0%		33.3333333333
10%		32.5301204819
20%		32.5301204819
30%		32.5301204819
40%		32.5301204819
50%		32.5301204819
60%		31.4917127072
70%		28.6324786325
80%		24.0625
90%		21.8274111675
100%		7.38150738151

Query NO.1
P			R
100.0		7.69230769231
100.0		15.3846153846
100.0		23.0769230769
100.0		30.7692307692
100.0		38.4615384615
85.7142857143		46.1538461538
87.5		53.8461538462
88.8888888889		61.5384615385
90.0		69.2307692308
83.3333333333		76.9230769231
78.5714285714		84.6153846154
75.0		92.3076923077
61.9047619048		100.0
0%		100.0
10%		100.0
20%		100.0
30%		100.0
40%		90.0
50%		90.0
60%		90.0
70%		83.3333333333
80%		78.5714285714
90%		75.0
100%		61.9047619048

Query NO.2
P			R
100.0		10.0
100.0		20.0
100.0		30.0
100.0		40.0
100.0		50.0
100.0		60.0
100.0		70.0
66.6666666667		80.0
2.85714285714		90.0
3.16455696203		100.0
0%		100.0
10%		100.0
20%		100.0
30%		100.0
40%		100.0
50%		100.0
60%		100.0
70%		100.0
80%		66.6666666667
90%		3.16455696203
100%		3.16455696203

Query NO.3
P			R
100.0		20.0
100.0		40.0
75.0		60.0
80.0		80.0
17.8571428571		100.0
0%		100.0
10%		100.0
20%		100.0
30%		100.0
40%		100.0
50%		80.0
60%		80.0
70%		80.0
80%		80.0
90%		17.8571428571
100%		17.8571428571

Query NO.4
P			R
100.0		1.14942528736
100.0		2.29885057471
100.0		3.44827586207
100.0		4.59770114943
83.3333333333		5.74712643678
85.7142857143		6.89655172414
77.7777777778		8.04597701149
72.7272727273		9.19540229885
69.2307692308		10.3448275862
66.6666666667		11.4942528736
57.8947368421		12.6436781609
54.5454545455		13.7931034483
54.1666666667		14.9425287356
56.0		16.091954023
57.6923076923		17.2413793103
59.2592592593		18.3908045977
56.6666666667		19.5402298851
58.064516129		20.6896551724
59.375		21.8390804598
57.1428571429		22.9885057471
58.3333333333		24.1379310345
53.6585365854		25.2873563218
54.7619047619		26.4367816092
55.8139534884		27.5862068966
55.5555555556		28.7356321839
56.5217391304		29.8850574713
57.4468085106		31.0344827586
57.1428571429		32.183908046
58.0		33.3333333333
56.6037735849		34.4827586207
57.4074074074		35.632183908
58.1818181818		36.7816091954
55.0		37.9310344828
53.9682539683		39.0804597701
51.4705882353		40.2298850575
52.1739130435		41.3793103448
52.8571428571		42.5287356322
52.7777777778		43.6781609195
53.4246575342		44.8275862069
53.3333333333		45.9770114943
52.5641025641		47.1264367816
53.164556962		48.275862069
53.75		49.4252873563
54.3209876543		50.5747126437
54.2168674699		51.724137931
53.488372093		52.8735632184
53.4090909091		54.0229885057
53.9325842697		55.1724137931
54.4444444444		56.3218390805
53.1914893617		57.4712643678
51.0		58.6206896552
51.4851485149		59.7701149425
50.4761904762		60.9195402299
50.9433962264		62.0689655172
42.6356589147		63.2183908046
42.1052631579		64.367816092
39.5833333333		65.5172413793
37.908496732		66.6666666667
38.064516129		67.816091954
37.2670807453		68.9655172414
37.4233128834		70.1149425287
36.6863905325		71.2643678161
35.7954545455		72.4137931034
35.3591160221		73.5632183908
34.7593582888		74.7126436782
33.3333333333		75.8620689655
31.7535545024		77.0114942529
28.3333333333		78.1609195402
28.1632653061		79.3103448276
25.5474452555		80.4597701149
22.9032258065		81.6091954023
22.2222222222		82.7586206897
22.4615384615		83.908045977
22.2891566265		85.0574712644
21.5517241379		86.2068965517
21.4689265537		87.3563218391
21.6901408451		88.5057471264
21.6066481994		89.6551724138
18.7648456057		90.8045977011
18.9573459716		91.9540229885
15.8203125		93.1034482759
15.5303030303		94.2528735632
13.7645107794		95.4022988506
13.6363636364		96.5517241379
12.8983308042		97.7011494253
6.35624538064		98.8505747126
6.37829912023		100.0
0%		100.0
10%		69.2307692308
20%		59.375
30%		58.1818181818
40%		54.4444444444
50%		54.4444444444
60%		50.9433962264
70%		37.4233128834
80%		25.5474452555
90%		18.9573459716
100%		6.37829912023

Query NO.5
P			R
100.0		33.3333333333
100.0		66.6666666667
100.0		100.0
0%		100.0
10%		100.0
20%		100.0
30%		100.0
40%		100.0
50%		100.0
60%		100.0
70%		100.0
80%		100.0
90%		100.0
100%		100.0

Query NO.6
P			R
25.0		50.0
33.3333333333		100.0
0%		33.3333333333
10%		33.3333333333
20%		33.3333333333
30%		33.3333333333
40%		33.3333333333
50%		33.3333333333
60%		33.3333333333
70%		33.3333333333
80%		33.3333333333
90%		33.3333333333
100%		33.3333333333

Query NO.7
P			R
100.0		2.85714285714
100.0		5.71428571429
100.0		8.57142857143
100.0		11.4285714286
100.0		14.2857142857
100.0		17.1428571429
100.0		20.0
88.8888888889		22.8571428571
90.0		25.7142857143
